fishID,year,month,day,tl,wt
1542,1988,8,NA,75,5.2
1593,1988,8,NA,75,5.61
1471,1988,8,NA,75,5.65
1596,1988,8,NA,75,5.9
1604,1988,8,NA,75,6.04
1516,1988,8,NA,75,6.3
1603,1988,8,NA,75,6.43
1611,1988,8,NA,75,6.53
1503,1988,8,NA,76,5.61
3860,1988,8,NA,76,5.7
1577,1988,8,NA,76,5.7
1612,1988,8,NA,76,5.84
1610,1988,8,NA,76,5.99
1587,1988,8,NA,76,6.06
1605,1988,8,NA,76,6.64
1456,1988,8,NA,77,5.14
1582,1988,8,NA,77,5.45
1597,1988,8,NA,77,5.85
3862,1988,8,NA,77,6.16
1579,1988,8,NA,77,6.16
3859,1988,8,NA,77,6.19
1576,1988,8,NA,77,6.19
1578,1988,8,NA,77,6.43
3861,1988,8,NA,77,6.43
1602,1988,8,NA,77,6.62
1577,1988,8,NA,77,7.04
1560,1988,8,NA,78,5.71
1608,1988,8,NA,78,5.97
1585,1988,8,NA,78,6.23
1567,1988,8,NA,78,6.33
3879,1988,8,NA,78,6.34
1595,1988,8,NA,78,6.34
1607,1988,8,NA,78,6.61
1584,1988,8,NA,78,6.81
1591,1988,8,NA,78,7.53
3875,1988,8,NA,78,7.53
1547,1988,8,NA,79,6.06
3849,1988,8,NA,79,6.1
1566,1988,8,NA,79,6.1
1614,1988,8,NA,79,6.42
1586,1988,8,NA,79,6.48
1606,1988,8,NA,79,6.58
1601,1988,8,NA,79,6.7
1609,1988,8,NA,79,6.88
1575,1988,8,NA,79,6.93
3858,1988,8,NA,79,6.93
1581,1988,8,NA,79,7.72
1538,1988,8,NA,79,8
1593,1988,8,NA,80,7.53
3877,1988,8,NA,80,7.53
1576,1988,8,NA,80,7.63
1574,1988,8,NA,81,6.55
3857,1988,8,NA,81,6.55
1580,1988,8,NA,81,7.18
1575,1988,8,NA,81,7.18
1600,1988,8,NA,81,7.5
1583,1988,8,NA,82,7.79
1537,1988,8,NA,82,8
3876,1988,8,NA,82,8.35
1592,1988,8,NA,82,8.35
1579,1988,8,NA,83,7.68
1573,1988,8,NA,83,7.71
3856,1988,8,NA,83,7.71
1559,1988,8,NA,83,8.11
1578,1988,8,NA,84,7.49
1539,1988,8,NA,85,7.91
1574,1988,8,NA,85,8.44
1450,1988,8,NA,86,7
1572,1988,8,NA,86,8.37
3855,1988,8,NA,86,8.37
3854,1988,8,NA,86,8.95
1571,1988,8,NA,86,8.95
1449,1988,8,NA,87,8
1573,1988,8,NA,88,9.29
3874,1988,8,NA,92,9.36
1590,1988,8,NA,92,9.36
1572,1988,8,NA,92,11.17
1448,1988,8,NA,95,11
1458,1988,8,NA,97,12
3078,1988,8,NA,99,14
1451,1988,8,NA,100,11
3079,1988,8,NA,103,13
3048,1988,8,NA,103,14
3047,1988,8,NA,103,15
1555,1988,8,NA,103,15
1534,1988,8,NA,104,18
3046,1988,8,NA,105,16
3066,1988,8,NA,106,15
3065,1988,8,NA,106,16
3067,1988,8,NA,106,17
3077,1988,8,NA,107,18
3074,1988,8,NA,108,17
3076,1988,8,NA,108,18
3075,1988,8,NA,109,17
3044,1988,8,NA,109,17
3073,1988,8,NA,110,18
3045,1988,8,NA,110,18
3072,1988,8,NA,112,19
1571,1988,8,NA,112,22
3043,1988,8,NA,113,20
3064,1988,8,NA,113,20
3853,1988,8,NA,113,22
1570,1988,8,NA,113,22
1437,1988,8,NA,115,19
3050,1988,8,NA,117,21
3071,1988,8,NA,117,24
3051,1988,8,NA,118,24
3852,1988,8,NA,118,26
1569,1988,8,NA,118,26
1509,1988,8,NA,119,23
3070,1988,8,NA,119,24
1546,1988,8,NA,119,25
3873,1988,8,NA,120,24
1589,1988,8,NA,120,24
1570,1988,8,NA,120,25
1477,1988,8,NA,121,26
1533,1988,8,NA,121,28
3049,1988,8,NA,123,24
1508,1988,8,NA,123,27
3870,1988,8,NA,123,29
1586,1988,8,NA,123,29
1470,1988,8,NA,124,28
1483,1988,8,NA,124,31
1438,1988,8,NA,126,24
1453,1988,8,NA,126,30
1506,1988,8,NA,126,34
1452,1988,8,NA,127,31
1587,1988,8,NA,128,31
3871,1988,8,NA,128,31
1507,1988,8,NA,128,32
1499,1988,8,NA,129,27
3844,1988,8,NA,130,30
3872,1988,8,NA,131,29
1588,1988,8,NA,131,29
1502,1988,8,NA,133,34
1481,1988,8,NA,133,36
3850,1988,8,NA,133,36
1567,1988,8,NA,133,36
1457,1988,8,NA,134,32
3851,1988,8,NA,134,38
1568,1988,8,NA,134,38
1569,1988,8,NA,144,53
1568,1988,8,NA,147,52
1878,1988,9,NA,69,5.02
1694,1988,9,NA,70,5.08
1989,1988,9,NA,71,5.02
2023,1988,9,NA,71,5.1
2037,1988,9,NA,71,5.26
1691,1988,9,NA,71,5.65
1879,1988,9,NA,72,5.02
1893,1988,9,NA,72,5.39
1990,1988,9,NA,72,5.55
2789,1988,9,NA,72,6
1746,1988,9,NA,73,5.04
1875,1988,9,NA,73,5.17
2637,1988,9,NA,73,6
1876,1988,9,NA,74,5.26
1733,1988,9,NA,74,5.47
2081,1988,9,NA,74,5.5
1716,1988,9,NA,74,5.54
1873,1988,9,NA,74,5.85
2149,1988,9,NA,74,6
2678,1988,9,NA,74,6
2636,1988,9,NA,74,6
1713,1988,9,NA,75,5.16
2057,1988,9,NA,75,5.53
1690,1988,9,NA,75,5.64
1689,1988,9,NA,75,5.68
1704,1988,9,NA,75,5.68
1684,1988,9,NA,75,5.91
1687,1988,9,NA,75,5.95
2170,1988,9,NA,75,6
2200,1988,9,NA,75,6
2777,1988,9,NA,75,6
2791,1988,9,NA,75,6
2787,1988,9,NA,75,6
2792,1988,9,NA,75,6
2679,1988,9,NA,75,6
2676,1988,9,NA,75,6
2633,1988,9,NA,75,6
2750,1988,9,NA,75,6
2201,1988,9,NA,75,7
2770,1988,9,NA,75,7
2677,1988,9,NA,75,7
2056,1988,9,NA,76,5.08
1718,1988,9,NA,76,5.14
1717,1988,9,NA,76,5.28
2055,1988,9,NA,76,5.5
1988,1988,9,NA,76,5.53
1747,1988,9,NA,76,5.53
1877,1988,9,NA,76,5.59
1870,1988,9,NA,76,5.73
1891,1988,9,NA,76,5.79
1692,1988,9,NA,76,5.89
2771,1988,9,NA,76,6
2793,1988,9,NA,76,6
2776,1988,9,NA,76,6
2781,1988,9,NA,76,6
2688,1988,9,NA,76,6
2635,1988,9,NA,76,6
2751,1988,9,NA,76,6
2231,1988,9,NA,76,6
1715,1988,9,NA,76,6.1
1685,1988,9,NA,76,6.18
1686,1988,9,NA,76,6.19
1730,1988,9,NA,76,6.19
1682,1988,9,NA,76,6.51
1641,1988,9,NA,76,6.55
2786,1988,9,NA,76,7
2631,1988,9,NA,76,7
1732,1988,9,NA,77,5.51
2054,1988,9,NA,77,5.62
1642,1988,9,NA,77,5.66
1872,1988,9,NA,77,5.9
1744,1988,9,NA,77,5.92
2691,1988,9,NA,77,6
2612,1988,9,NA,77,6
2296,1988,9,NA,77,6
2306,1988,9,NA,77,6
2287,1988,9,NA,77,6
2286,1988,9,NA,77,6
2300,1988,9,NA,77,6
2709,1988,9,NA,77,6
2775,1988,9,NA,77,6
2630,1988,9,NA,77,6
2632,1988,9,NA,77,6
1869,1988,9,NA,77,6.24
2035,1988,9,NA,77,6.27
1745,1988,9,NA,77,6.31
2034,1988,9,NA,77,6.37
1964,1988,9,NA,77,6.49
2080,1988,9,NA,77,6.57
2020,1988,9,NA,77,6.6
1987,1988,9,NA,77,6.7
1712,1988,9,NA,77,6.98
2160,1988,9,NA,77,7
2769,1988,9,NA,77,7
2772,1988,9,NA,77,7
2785,1988,9,NA,77,7
2686,1988,9,NA,77,7
2634,1988,9,NA,77,7
2045,1988,9,NA,78,5.25
1688,1988,9,NA,78,5.88
2790,1988,9,NA,78,6
2689,1988,9,NA,78,6
1743,1988,9,NA,78,6.45
1862,1988,9,NA,78,6.47
1986,1988,9,NA,78,6.55
1957,1988,9,NA,78,6.56
1676,1988,9,NA,78,6.62
2021,1988,9,NA,78,6.86
2671,1988,9,NA,78,7
2672,1988,9,NA,78,7
1935,1988,9,NA,78,7.17
1729,1988,9,NA,78,7.23
1956,1988,9,NA,78,7.27
2766,1988,9,NA,78,8
1892,1988,9,NA,79,5.78
1939,1988,9,NA,79,5.88
2297,1988,9,NA,79,6
1890,1988,9,NA,79,6.11
1859,1988,9,NA,79,6.18
1731,1988,9,NA,79,6.4
1940,1988,9,NA,79,6.5
1871,1988,9,NA,79,6.8
1680,1988,9,NA,79,6.86
1866,1988,9,NA,79,6.87
1851,1988,9,NA,79,6.92
2611,1988,9,NA,79,7
2150,1988,9,NA,79,7
2178,1988,9,NA,79,7
2173,1988,9,NA,79,7
2780,1988,9,NA,79,7
2687,1988,9,NA,79,7
2674,1988,9,NA,79,7
1959,1988,9,NA,79,7.16
1853,1988,9,NA,79,7.32
1683,1988,9,NA,79,7.51
1666,1988,9,NA,79,7.92
2298,1988,9,NA,80,6
2764,1988,9,NA,80,6
2749,1988,9,NA,80,6
2044,1988,9,NA,80,6.16
1857,1988,9,NA,80,6.71
1678,1988,9,NA,80,6.74
1938,1988,9,NA,80,6.82
1868,1988,9,NA,80,6.83
1714,1988,9,NA,80,6.85
2079,1988,9,NA,80,6.93
2135,1988,9,NA,80,7
2291,1988,9,NA,80,7
2119,1988,9,NA,80,7
2199,1988,9,NA,80,7
2768,1988,9,NA,80,7
2774,1988,9,NA,80,7
2773,1988,9,NA,80,7
2747,1988,9,NA,80,7
1860,1988,9,NA,80,7
2280,1988,9,NA,80,7
1677,1988,9,NA,80,7.05
1679,1988,9,NA,80,7.05
1846,1988,9,NA,80,7.07
1958,1988,9,NA,80,7.1
1861,1988,9,NA,80,7.16
1867,1988,9,NA,80,7.21
1838,1988,9,NA,80,7.3
1858,1988,9,NA,80,7.35
1845,1988,9,NA,80,7.38
1681,1988,9,NA,80,7.45
1934,1988,9,NA,80,7.49
1675,1988,9,NA,80,7.51
2767,1988,9,NA,80,8
2739,1988,9,NA,80,8
2628,1988,9,NA,80,8
1742,1988,9,NA,80,8.07
2590,1988,9,NA,80,9
2745,1988,9,NA,80,9
2270,1988,9,NA,81,6
1823,1988,9,NA,81,6.66
1874,1988,9,NA,81,6.74
2022,1988,9,NA,81,6.89
2528,1988,9,NA,81,7
2125,1988,9,NA,81,7
2183,1988,9,NA,81,7
2756,1988,9,NA,81,7
2684,1988,9,NA,81,7
2685,1988,9,NA,81,7
2757,1988,9,NA,81,7
2668,1988,9,NA,81,7
1741,1988,9,NA,81,7
1855,1988,9,NA,81,7.15
1822,1988,9,NA,81,7.23
1865,1988,9,NA,81,7.27
1856,1988,9,NA,81,7.34
1960,1988,9,NA,81,7.4
2018,1988,9,NA,81,7.46
1848,1988,9,NA,81,7.61
1670,1988,9,NA,81,7.67
1667,1988,9,NA,81,7.68
1671,1988,9,NA,81,7.73
2619,1988,9,NA,81,8
2172,1988,9,NA,81,8
2130,1988,9,NA,81,8
2217,1988,9,NA,81,8
2699,1988,9,NA,81,8
2194,1988,9,NA,81,8
2117,1988,9,NA,81,8
2098,1988,9,NA,81,8
2670,1988,9,NA,81,8
2673,1988,9,NA,81,8
2669,1988,9,NA,81,8
2665,1988,9,NA,81,9
2288,1988,9,NA,82,6
2289,1988,9,NA,82,6
2078,1988,9,NA,82,6.98
2189,1988,9,NA,82,7
2043,1988,9,NA,82,7.05
1864,1988,9,NA,82,7.07
2033,1988,9,NA,82,7.33
1668,1988,9,NA,82,7.33
1847,1988,9,NA,82,7.4
1961,1988,9,NA,82,7.45
1933,1988,9,NA,82,7.81
1725,1988,9,NA,82,7.87
1937,1988,9,NA,82,7.92
2601,1988,9,NA,82,8
2610,1988,9,NA,82,8
2122,1988,9,NA,82,8
2192,1988,9,NA,82,8
2765,1988,9,NA,82,8
2763,1988,9,NA,82,8
2663,1988,9,NA,82,8
2627,1988,9,NA,82,8
2629,1988,9,NA,82,8
2257,1988,9,NA,82,8
2263,1988,9,NA,82,8
2032,1988,9,NA,82,8.07
1932,1988,9,NA,82,8.19
1836,1988,9,NA,82,8.5
2683,1988,9,NA,82,9
2158,1988,9,NA,82,10
2295,1988,9,NA,83,6
2077,1988,9,NA,83,6.9
2609,1988,9,NA,83,7
2606,1988,9,NA,83,7
2184,1988,9,NA,83,7
1967,1988,9,NA,83,7
2283,1988,9,NA,83,7
1728,1988,9,NA,83,7.12
2076,1988,9,NA,83,7.19
1727,1988,9,NA,83,7.4
1672,1988,9,NA,83,7.45
1962,1988,9,NA,83,7.56
1887,1988,9,NA,83,7.67
1669,1988,9,NA,83,7.68
2019,1988,9,NA,83,7.72
1711,1988,9,NA,83,7.82
1811,1988,9,NA,83,7.88
2602,1988,9,NA,83,8
2134,1988,9,NA,83,8
2664,1988,9,NA,83,8
2748,1988,9,NA,83,8
2755,1988,9,NA,83,8
2221,1988,9,NA,83,8
1803,1988,9,NA,83,8.01
1929,1988,9,NA,83,8.17
1854,1988,9,NA,83,8.23
1844,1988,9,NA,83,8.24
2012,1988,9,NA,83,8.41
2031,1988,9,NA,83,8.42
2011,1988,9,NA,83,8.55
2698,1988,9,NA,83,9
2662,1988,9,NA,83,9
2658,1988,9,NA,83,9
2624,1988,9,NA,83,9
2120,1988,9,NA,84,7
2279,1988,9,NA,84,7
2276,1988,9,NA,84,7
1889,1988,9,NA,84,7.1
1661,1988,9,NA,84,7.28
1888,1988,9,NA,84,7.36
1963,1988,9,NA,84,7.56
1863,1988,9,NA,84,7.74
2075,1988,9,NA,84,7.77
1837,1988,9,NA,84,7.84
1928,1988,9,NA,84,7.88
2707,1988,9,NA,84,8
2129,1988,9,NA,84,8
2285,1988,9,NA,84,8
2169,1988,9,NA,84,8
2761,1988,9,NA,84,8
2675,1988,9,NA,84,8
2667,1988,9,NA,84,8
2275,1988,9,NA,84,8
2258,1988,9,NA,84,8
1821,1988,9,NA,84,8.17
1926,1988,9,NA,84,8.22
1662,1988,9,NA,84,8.26
1658,1988,9,NA,84,8.27
1978,1988,9,NA,84,8.33
1674,1988,9,NA,84,8.39
2013,1988,9,NA,84,8.43
1818,1988,9,NA,84,8.58
2074,1988,9,NA,84,8.73
2016,1988,9,NA,84,8.77
2605,1988,9,NA,84,9
2607,1988,9,NA,84,9
2232,1988,9,NA,84,9
2174,1988,9,NA,84,9
2762,1988,9,NA,84,9
2733,1988,9,NA,84,9
2735,1988,9,NA,84,9
2660,1988,9,NA,84,9
2626,1988,9,NA,84,9
2661,1988,9,NA,84,9
2737,1988,9,NA,84,9
1976,1988,9,NA,84,9.06
2009,1988,9,NA,84,9.15
1797,1988,9,NA,84,9.78
2244,1988,9,NA,85,6
2042,1988,9,NA,85,6.69
2269,1988,9,NA,85,7
2271,1988,9,NA,85,7
2274,1988,9,NA,85,7
1791,1988,9,NA,85,7.53
1931,1988,9,NA,85,7.63
1801,1988,9,NA,85,7.76
1664,1988,9,NA,85,7.81
2592,1988,9,NA,85,8
2097,1988,9,NA,85,8
2168,1988,9,NA,85,8
2734,1988,9,NA,85,8
2758,1988,9,NA,85,8
2268,1988,9,NA,85,8
1673,1988,9,NA,85,8.07
1726,1988,9,NA,85,8.15
1834,1988,9,NA,85,8.2
1965,1988,9,NA,85,8.32
1654,1988,9,NA,85,8.41
1665,1988,9,NA,85,8.42
1840,1988,9,NA,85,8.6
1802,1988,9,NA,85,8.6
1739,1988,9,NA,85,8.61
1817,1988,9,NA,85,8.72
1924,1988,9,NA,85,8.72
1827,1988,9,NA,85,8.87
2073,1988,9,NA,85,8.91
1813,1988,9,NA,85,8.95
2521,1988,9,NA,85,9
2128,1988,9,NA,85,9
2132,1988,9,NA,85,9
2760,1988,9,NA,85,9
2724,1988,9,NA,85,9
2736,1988,9,NA,85,9
1824,1988,9,NA,85,9.04
1983,1988,9,NA,85,9.04
1812,1988,9,NA,85,9.1
1980,1988,9,NA,85,9.14
1796,1988,9,NA,85,9.34
1816,1988,9,NA,85,9.5
2738,1988,9,NA,85,10
2742,1988,9,NA,85,10
1984,1988,9,NA,85,10.03
1653,1988,9,NA,85,10.13
2277,1988,9,NA,86,7
2282,1988,9,NA,86,7
2527,1988,9,NA,86,8
2124,1988,9,NA,86,8
2659,1988,9,NA,86,8
1706,1988,9,NA,86,8.11
1663,1988,9,NA,86,8.2
1936,1988,9,NA,86,8.3
2030,1988,9,NA,86,8.54
1852,1988,9,NA,86,8.56
1979,1988,9,NA,86,8.59
1651,1988,9,NA,86,8.93
1975,1988,9,NA,86,8.97
2586,1988,9,NA,86,9
2136,1988,9,NA,86,9
2133,1988,9,NA,86,9
2126,1988,9,NA,86,9
2697,1988,9,NA,86,9
2696,1988,9,NA,86,9
2116,1988,9,NA,86,9
2666,1988,9,NA,86,9
2740,1988,9,NA,86,9
2260,1988,9,NA,86,9
2014,1988,9,NA,86,9.04
1810,1988,9,NA,86,9.08
1828,1988,9,NA,86,9.1
1795,1988,9,NA,86,9.2
1659,1988,9,NA,86,9.37
1826,1988,9,NA,86,9.4
1790,1988,9,NA,86,9.43
1809,1988,9,NA,86,9.53
2010,1988,9,NA,86,9.62
1808,1988,9,NA,86,9.65
1955,1988,9,NA,86,9.92
2583,1988,9,NA,86,10
2720,1988,9,NA,86,10
2746,1988,9,NA,86,10
2744,1988,9,NA,86,10
2015,1988,9,NA,86,10.09
2284,1988,9,NA,87,7
2272,1988,9,NA,87,7
1985,1988,9,NA,87,7.83
1740,1988,9,NA,87,8.33
1703,1988,9,NA,87,8.41
1640,1988,9,NA,87,8.42
1966,1988,9,NA,87,8.46
1835,1988,9,NA,87,8.68
1832,1988,9,NA,87,8.68
1831,1988,9,NA,87,8.89
1839,1988,9,NA,87,8.9
1925,1988,9,NA,87,8.96
1800,1988,9,NA,87,8.97
2577,1988,9,NA,87,9
2608,1988,9,NA,87,9
2599,1988,9,NA,87,9
2127,1988,9,NA,87,9
2653,1988,9,NA,87,9
1652,1988,9,NA,87,9
2259,1988,9,NA,87,9
2256,1988,9,NA,87,9
2266,1988,9,NA,87,9
1833,1988,9,NA,87,9.01
1819,1988,9,NA,87,9.03
2029,1988,9,NA,87,9.05
1820,1988,9,NA,87,9.07
1970,1988,9,NA,87,9.28
1799,1988,9,NA,87,9.38
1842,1988,9,NA,87,9.39
2069,1988,9,NA,87,9.6
1807,1988,9,NA,87,9.61
1973,1988,9,NA,87,9.76
1974,1988,9,NA,87,9.87
2600,1988,9,NA,87,10
2579,1988,9,NA,87,10
2723,1988,9,NA,87,10
2722,1988,9,NA,87,10
2625,1988,9,NA,87,10
2623,1988,9,NA,87,10
2657,1988,9,NA,87,10
2652,1988,9,NA,87,10
2255,1988,9,NA,87,10
2006,1988,9,NA,87,10.13
2026,1988,9,NA,87,10.2
1947,1988,9,NA,87,10.33
1950,1988,9,NA,87,10.57
2881,1988,9,NA,88,8
2294,1988,9,NA,88,8
2759,1988,9,NA,88,8
2264,1988,9,NA,88,8
2278,1988,9,NA,88,8
2273,1988,9,NA,88,8
1927,1988,9,NA,88,8.63
1657,1988,9,NA,88,8.73
1843,1988,9,NA,88,8.77
1724,1988,9,NA,88,8.77
1841,1988,9,NA,88,8.79
1707,1988,9,NA,88,8.8
2017,1988,9,NA,88,8.99
2598,1988,9,NA,88,9
2604,1988,9,NA,88,9
2245,1988,9,NA,88,9
2254,1988,9,NA,88,9
1943,1988,9,NA,88,9.02
2007,1988,9,NA,88,9.33
2027,1988,9,NA,88,9.43
1656,1988,9,NA,88,9.47
1949,1988,9,NA,88,9.93
2593,1988,9,NA,88,10
2512,1988,9,NA,88,10
2580,1988,9,NA,88,10
2717,1988,9,NA,88,10
2726,1988,9,NA,88,10
2725,1988,9,NA,88,10
2721,1988,9,NA,88,10
2649,1988,9,NA,88,10
2656,1988,9,NA,88,10
2655,1988,9,NA,88,10
2729,1988,9,NA,88,10
1789,1988,9,NA,88,10.01
1982,1988,9,NA,88,10.15
2028,1988,9,NA,88,10.27
2070,1988,9,NA,88,10.39
2072,1988,9,NA,88,10.42
2518,1988,9,NA,88,11
2250,1988,9,NA,88,11
1849,1988,9,NA,89,7.88
2249,1988,9,NA,89,8
1749,1988,9,NA,89,8.54
2596,1988,9,NA,89,9
2595,1988,9,NA,89,9
2597,1988,9,NA,89,9
2223,1988,9,NA,89,9
2241,1988,9,NA,89,9
2118,1988,9,NA,89,9
2261,1988,9,NA,89,9
2262,1988,9,NA,89,9
1930,1988,9,NA,89,9.01
1829,1988,9,NA,89,9.21
1830,1988,9,NA,89,9.27
1792,1988,9,NA,89,9.38
2008,1988,9,NA,89,9.39
1705,1988,9,NA,89,9.45
1660,1988,9,NA,89,9.46
1782,1988,9,NA,89,9.85
2578,1988,9,NA,89,10
2519,1988,9,NA,89,10
2131,1988,9,NA,89,10
2222,1988,9,NA,89,10
2167,1988,9,NA,89,10
2202,1988,9,NA,89,10
2648,1988,9,NA,89,10
2731,1988,9,NA,89,10
2727,1988,9,NA,89,10
2253,1988,9,NA,89,10
1977,1988,9,NA,89,10.11
1710,1988,9,NA,89,10.14
1954,1988,9,NA,89,10.28
1915,1988,9,NA,89,10.48
1942,1988,9,NA,89,10.68
2155,1988,9,NA,89,11
2621,1988,9,NA,89,11
1952,1988,9,NA,89,11.07
1702,1988,9,NA,90,8.51
2581,1988,9,NA,90,9
2267,1988,9,NA,90,9
2252,1988,9,NA,90,9
1850,1988,9,NA,90,9.18
1981,1988,9,NA,90,9.37
2588,1988,9,NA,90,10
2589,1988,9,NA,90,10
2575,1988,9,NA,90,10
2591,1988,9,NA,90,10
2526,1988,9,NA,90,10
2706,1988,9,NA,90,10
2198,1988,9,NA,90,10
2651,1988,9,NA,90,10
2654,1988,9,NA,90,10
2741,1988,9,NA,90,10
1971,1988,9,NA,90,10.15
1806,1988,9,NA,90,10.15
1815,1988,9,NA,90,10.16
1944,1988,9,NA,90,10.38
1953,1988,9,NA,90,10.45
1921,1988,9,NA,90,10.95
2594,1988,9,NA,90,11
2503,1988,9,NA,90,11
1787,1988,9,NA,90,11.64
2618,1988,9,NA,90,12
2743,1988,9,NA,90,12
2293,1988,9,NA,91,8
1751,1988,9,NA,91,9.29
1825,1988,9,NA,91,9.34
1723,1988,9,NA,91,9.58
1794,1988,9,NA,91,9.82
2522,1988,9,NA,91,10
2552,1988,9,NA,91,10
2551,1988,9,NA,91,10
2095,1988,9,NA,91,10
2732,1988,9,NA,91,10
2265,1988,9,NA,91,10
1788,1988,9,NA,91,10.07
1805,1988,9,NA,91,10.22
1923,1988,9,NA,91,10.52
1655,1988,9,NA,91,10.56
1814,1988,9,NA,91,10.71
2025,1988,9,NA,91,10.76
1798,1988,9,NA,91,10.96
2524,1988,9,NA,91,11
2508,1988,9,NA,91,11
2233,1988,9,NA,91,11
2554,1988,9,NA,91,11
2718,1988,9,NA,91,11
2622,1988,9,NA,91,11
1918,1988,9,NA,91,11.03
2067,1988,9,NA,91,11.19
1776,1988,9,NA,91,11.76
2646,1988,9,NA,91,12
2716,1988,9,NA,91,12
2620,1988,9,NA,91,12
1886,1988,9,NA,92,9.66
2235,1988,9,NA,92,10
2694,1988,9,NA,92,10
2096,1988,9,NA,92,10
2730,1988,9,NA,92,10
2071,1988,9,NA,92,10.01
2068,1988,9,NA,92,10.33
1945,1988,9,NA,92,10.71
1786,1988,9,NA,92,10.72
1969,1988,9,NA,92,10.87
1804,1988,9,NA,92,10.98
2587,1988,9,NA,92,11
2525,1988,9,NA,92,11
